,AAPL,AIG,AMZN,AXP,BA,BAC,CAJ,CAT,CL,CMCSA,COP,CSCO,CVC,CVS,CVX,DD,DELL,F,GD,GE,GS,GSK,HD,HMC,HPQ,IBM,JPM,K,KMB,KO,LMT,MAR,MCD,MMM,MSFT,MTU,NAV,NOC,NVS,PEP,PFE,PG,R,RTN,SAP,SNE,SNY,TM,TOT,TWX,TXN,UN,VLO,WAG,WFC,WMT,XOM,XRX,YHOO
2010-08-13,238.09,30.22,124.69,39.6,59.56,13.03,41.31,62.56,34.86,16.65,36.34,19.79,16.48,27.17,67.85,35.69,11.62,11.44,54.68,13.55,140.98,31.43,24.87,31.91,37.5,119.42,34.18,45.0,56.32,25.04,62.0,30.1,63.93,76.51,21.86,4.81,45.16,45.46,42.94,58.6,13.98,53.11,36.79,39.46,42.11,30.01,24.29,69.87,39.88,28.08,22.23,23.56,14.32,25.62,23.66,45.89,54.45,8.32,13.83
2010-08-16,236.7,29.64,126.07,39.42,59.15,12.99,41.43,63.0,34.76,16.54,36.28,20.3,16.62,27.17,68.12,35.76,11.57,11.29,54.46,13.62,140.67,31.36,24.93,32.02,37.6,119.32,34.36,45.26,56.58,25.11,61.33,30.38,63.84,75.98,21.95,4.84,45.35,45.19,43.28,58.49,13.94,53.07,36.8,39.47,42.29,29.6,24.39,70.48,39.96,27.98,22.46,23.67,14.41,25.64,23.51,45.9,54.43,8.33,13.79
2010-08-17,240.84,30.01,128.86,39.61,60.61,13.01,41.84,64.15,34.89,16.55,36.9,20.43,16.63,27.34,68.81,36.67,11.67,11.45,56.19,13.72,141.46,31.41,25.78,32.37,37.85,119.96,34.17,45.5,56.42,25.22,61.74,31.21,65.12,76.58,22.26,4.87,46.46,46.22,43.51,58.59,14.15,53.53,37.52,40.09,42.97,30.03,24.62,70.65,40.43,28.23,22.62,23.86,14.27,25.83,23.2,46.45,55.28,8.53,13.94
2010-08-18,241.89,30.35,129.65,39.57,60.62,13.12,41.79,64.16,35.05,16.88,36.6,20.77,16.86,27.5,68.16,36.67,11.79,11.48,56.32,13.83,142.04,31.32,26.28,32.66,38.35,120.84,34.54,45.29,56.73,25.09,62.8,31.23,65.14,76.62,22.36,4.96,46.97,46.79,43.73,58.57,14.0,53.94,37.54,39.89,43.25,29.88,25.03,70.63,40.25,28.62,22.81,24.07,14.53,25.82,23.24,46.31,54.67,8.55,13.99
2010-08-19,238.84,29.3,127.57,38.87,59.36,12.83,42.26,63.73,35.03,16.62,36.14,20.59,16.46,27.0,67.1,35.93,11.65,11.19,54.64,13.43,140.0,30.73,25.7,32.82,37.79,120.38,33.79,44.31,56.3,24.84,62.31,30.21,64.89,74.97,22.01,4.95,45.37,45.85,43.63,57.8,13.94,53.44,36.4,38.81,42.63,29.92,24.52,71.26,39.12,27.94,22.46,23.62,14.28,25.77,22.37,45.58,53.89,8.36,13.85
2010-08-20,238.61,28.98,127.76,38.68,59.34,12.68,41.96,63.34,34.7,16.6,35.59,20.6,16.37,26.5,66.4,35.71,11.68,11.08,54.29,13.24,141.13,30.94,25.65,32.61,36.95,119.07,33.86,44.21,56.23,24.85,62.41,30.21,64.99,73.92,21.82,4.89,45.65,46.1,43.41,57.92,13.84,53.26,36.1,38.58,42.39,29.51,24.42,70.43,38.57,27.62,22.62,23.4,14.1,26.04,22.52,45.73,53.53,8.28,13.79
2010-08-23,234.94,28.88,126.6,38.15,58.14,12.68,41.18,61.48,34.47,16.26,35.48,20.09,16.09,26.95,66.4,35.74,11.55,10.93,53.47,13.12,139.7,31.32,25.34,32.34,36.2,118.11,33.62,44.35,56.45,24.98,61.79,29.83,65.22,74.3,21.87,4.85,45.16,45.39,42.86,57.94,14.0,53.3,35.35,38.35,42.21,28.94,24.59,69.96,38.51,27.44,22.32,23.26,13.95,26.07,22.18,46.56,54.08,8.13,13.65
2010-08-24,229.33,28.24,124.53,37.55,55.97,12.45,41.02,59.82,34.44,15.85,35.29,19.58,15.68,26.44,65.28,35.05,11.21,10.58,52.16,12.83,137.05,30.64,25.3,32.39,35.59,116.64,33.01,44.18,56.24,25.01,60.75,28.81,64.67,73.73,21.65,4.84,43.72,44.47,42.96,57.91,13.76,52.97,34.81,38.15,41.6,28.07,24.0,69.76,37.81,27.17,22.22,23.16,13.8,25.58,21.64,46.71,53.57,7.81,13.4
2010-08-25,232.16,28.35,126.85,37.77,55.81,12.47,40.6,59.51,34.36,16.15,35.31,19.65,16.18,26.53,65.53,35.15,11.4,10.66,51.36,12.83,137.74,30.85,25.8,32.08,35.45,116.99,33.03,44.08,56.03,24.89,61.1,28.94,65.09,74.0,21.71,4.8,44.3,44.45,43.25,57.72,13.9,52.98,34.95,38.11,41.78,28.3,24.07,69.06,37.6,27.3,22.26,23.35,13.7,25.17,21.61,46.94,53.54,7.93,13.26
2010-08-26,229.66,28.01,124.86,37.71,56.32,12.29,40.56,58.82,33.77,15.87,34.62,19.18,16.34,26.28,64.88,34.96,11.37,10.51,51.22,12.77,135.01,30.95,25.84,32.28,35.44,114.66,32.48,43.91,55.7,24.79,60.99,28.73,65.06,73.11,21.46,4.84,42.66,44.27,43.43,57.32,13.83,52.86,34.94,38.14,41.72,28.01,23.97,68.72,37.38,27.26,21.82,23.54,13.34,24.84,21.51,46.41,53.15,7.82,13.21
2010-08-27,230.94,29.01,126.64,38.83,58.01,12.45,41.35,60.61,33.89,16.08,35.28,19.28,16.35,26.04,66.29,36.3,11.5,10.88,51.71,12.96,133.05,31.3,26.17,33.09,35.23,116.48,33.36,44.87,56.02,25.23,61.62,29.43,65.8,74.23,21.55,4.84,44.36,44.96,44.48,57.32,13.99,53.1,35.99,39.01,42.13,28.88,24.53,69.36,38.04,27.83,22.12,23.77,13.72,25.01,21.97,46.44,54.35,7.98,13.43
2010-08-30,231.79,28.02,123.79,37.86,57.04,12.14,41.54,59.3,33.71,15.84,34.79,18.83,16.1,25.96,65.28,35.69,11.63,10.68,50.99,12.79,130.43,31.05,25.49,32.95,35.75,115.24,32.68,44.17,55.76,24.96,60.39,28.49,65.17,72.99,21.29,4.78,43.02,43.97,44.52,56.85,13.79,52.71,35.18,38.98,41.51,28.49,24.28,68.25,37.07,27.14,21.29,23.25,13.66,24.89,21.29,46.03,53.63,7.81,13.18
2010-08-31,232.36,27.96,124.83,37.84,56.15,12.28,40.91,59.93,33.7,15.94,34.63,18.52,16.18,25.54,65.54,36.09,11.39,10.63,50.36,12.76,130.69,30.82,25.55,32.77,35.65,114.99,33.14,44.5,55.96,25.11,59.79,28.78,65.46,71.99,21.14,4.75,41.88,43.86,44.9,57.37,13.83,52.98,35.23,38.73,41.26,27.99,24.27,67.84,37.39,27.52,21.08,23.36,13.44,24.6,21.56,45.65,53.73,7.8,13.11
2010-09-01,239.27,29.39,132.49,38.98,57.22,13.02,41.93,62.69,34.19,16.72,35.71,18.77,16.83,26.49,67.92,37.18,11.72,10.93,52.08,13.22,133.37,31.96,26.33,33.64,36.35,117.46,34.4,44.7,56.83,25.75,60.14,30.24,66.79,74.24,21.53,4.84,43.54,45.85,45.6,58.44,14.16,53.1,36.31,39.74,42.38,28.92,25.19,68.83,39.09,28.23,21.75,23.96,13.81,25.34,22.58,46.62,55.36,8.15,13.37
2010-09-02,241.03,29.6,135.21,38.8,58.23,13.09,41.92,63.04,34.15,16.85,35.95,19.01,17.13,26.8,68.52,37.26,11.96,11.02,53.13,13.35,133.41,32.1,27.01,33.84,36.79,116.77,34.79,44.81,57.26,25.78,60.48,31.24,67.22,75.03,21.56,4.8,45.01,46.74,45.34,58.51,14.26,53.34,37.18,40.27,42.92,29.06,25.19,68.22,39.44,28.82,22.01,23.96,14.18,25.9,22.98,47.13,55.5,8.25,13.51
2010-09-03,247.34,30.24,138.79,39.67,59.37,13.31,42.64,64.46,34.16,16.97,36.36,19.5,17.15,27.15,69.01,37.63,12.18,11.36,53.83,13.56,140.58,32.38,27.41,33.73,37.4,119.15,35.71,45.16,57.51,25.86,60.82,31.82,67.28,76.5,21.88,4.8,46.05,46.86,45.42,59.05,14.31,53.53,37.63,40.28,43.5,29.92,25.62,69.71,40.19,29.12,22.28,24.09,14.44,25.9,23.66,47.38,55.73,8.39,13.62
2010-09-07,246.42,29.31,137.22,38.05,58.25,13.02,42.2,64.11,34.12,16.59,35.44,19.07,16.93,26.68,68.17,37.18,11.92,11.11,52.72,13.6,138.59,32.07,26.94,33.02,37.01,117.62,34.9,44.85,57.66,25.9,59.85,31.3,67.92,75.28,21.58,4.84,44.36,45.82,45.59,58.97,14.2,53.4,36.86,40.28,42.47,29.52,25.22,69.24,38.89,28.3,21.63,23.55,14.42,26.08,22.82,47.22,55.03,8.22,13.53
2010-09-08,251.3,29.9,139.14,38.03,59.25,13.18,42.24,65.07,34.04,16.7,35.88,19.12,17.15,26.97,68.35,37.53,12.13,11.11,53.62,13.83,140.82,32.22,27.05,32.86,35.98,117.75,35.66,45.29,58.0,25.98,59.22,31.74,68.17,75.83,21.55,4.81,41.27,46.08,45.77,58.93,14.4,53.6,37.55,39.97,42.65,29.4,25.67,69.12,39.36,28.46,21.68,23.94,14.38,26.24,23.09,47.19,55.22,8.27,13.75
2010-09-09,251.45,29.91,140.38,38.62,58.27,13.31,43.07,64.97,34.03,16.76,36.15,19.1,17.21,27.21,68.44,37.34,11.98,11.06,53.92,14.01,142.34,32.55,27.01,33.27,35.99,118.01,36.55,45.59,58.04,26.19,59.66,31.96,66.63,76.03,21.63,4.79,41.4,46.27,45.98,59.53,14.58,53.53,38.17,40.1,43.42,29.65,26.06,70.7,39.65,28.47,21.83,24.12,14.35,26.29,23.52,47.26,55.49,8.44,13.65
2010-09-10,251.77,29.96,142.44,38.14,58.64,13.36,44.67,65.54,34.31,17.15,36.16,19.11,17.35,27.47,69.74,37.44,11.67,11.1,55.1,14.08,143.54,32.5,27.26,33.17,35.49,119.53,36.24,45.93,58.16,26.3,60.53,31.96,67.21,76.92,21.48,4.77,42.65,47.6,46.55,59.81,14.77,53.63,38.17,41.18,43.1,29.95,26.28,70.6,39.74,29.17,21.7,24.17,14.46,26.51,23.58,47.32,55.63,8.41,13.68
2010-09-13,255.24,30.43,145.07,39.12,58.96,13.75,45.03,66.45,34.25,17.17,36.58,19.7,17.72,27.67,70.12,37.89,11.91,11.29,56.04,14.31,147.34,32.54,27.54,33.7,35.57,121.04,37.48,45.96,58.36,26.27,59.73,32.56,66.81,77.77,22.62,4.94,42.04,47.66,46.79,59.67,14.76,53.7,38.77,41.01,43.99,30.13,26.71,70.29,40.52,29.28,22.4,24.22,14.8,26.6,24.26,47.54,55.44,9.06,13.73
2010-09-14,256.22,29.78,145.75,38.32,57.65,13.49,44.52,66.07,34.43,16.58,36.57,19.88,17.47,27.71,70.35,37.77,11.98,11.28,55.39,14.24,145.58,32.77,27.52,33.8,36.5,120.33,37.12,45.43,58.34,26.07,58.9,32.58,66.25,77.56,22.55,4.98,41.98,47.28,48.02,59.42,14.85,53.84,38.93,40.75,45.09,29.88,27.02,69.8,40.95,29.19,22.61,24.55,14.85,26.75,23.86,47.95,55.45,8.87,13.63
2010-09-15,258.28,29.8,145.45,38.77,57.62,13.52,45.45,66.34,34.81,16.81,36.7,20.01,17.41,27.86,70.08,38.0,11.9,11.17,55.22,14.39,145.61,33.0,27.5,34.63,36.81,120.87,37.36,45.69,58.47,26.0,58.9,32.35,66.94,77.51,22.63,4.91,41.89,47.0,47.75,59.89,15.02,54.26,38.81,40.43,45.11,30.69,27.39,71.22,40.74,29.14,22.59,24.56,14.78,26.74,24.12,48.13,55.44,9.0,14.27
2010-09-16,264.35,29.43,148.13,38.87,57.48,13.36,45.3,66.23,34.95,16.37,36.57,20.32,17.06,27.91,69.94,38.4,12.01,11.71,55.26,14.4,145.29,32.89,27.51,34.66,37.49,121.1,37.37,45.67,58.45,26.04,58.92,31.77,67.02,77.85,22.82,4.85,42.56,46.82,47.34,59.99,14.93,54.26,38.52,40.32,45.4,30.97,27.73,71.73,40.56,28.83,22.88,24.69,14.67,26.65,23.86,48.39,55.42,9.28,14.19
2010-09-17,263.2,29.37,148.32,39.26,57.82,13.21,44.72,67.31,35.31,16.44,36.51,20.26,16.81,28.24,69.42,38.91,12.04,11.76,56.5,14.46,144.1,32.82,27.45,34.77,36.36,121.58,36.52,45.31,58.26,26.06,59.99,32.06,66.59,78.88,22.72,4.81,41.79,47.74,47.68,59.55,14.83,54.13,38.65,40.47,45.62,30.92,27.8,71.51,39.53,28.68,23.55,24.34,14.48,26.74,23.81,48.27,55.24,9.33,13.89
2010-09-20,270.72,30.16,151.3,40.92,58.53,13.55,45.48,68.75,35.71,16.87,37.54,20.15,16.99,28.68,70.69,39.49,12.26,11.83,57.35,14.69,144.98,33.24,28.15,35.24,36.6,123.08,37.55,45.53,58.73,26.25,60.82,32.76,67.3,80.1,22.91,4.92,42.97,48.43,48.47,60.24,15.03,54.54,39.34,41.41,46.08,31.53,28.17,72.18,40.69,29.29,23.68,24.99,14.7,26.76,24.32,48.75,55.94,9.57,13.86
2010-09-21,271.23,30.17,150.73,40.6,59.0,13.46,45.77,70.26,35.85,16.9,37.33,20.05,16.75,28.44,70.56,39.69,12.19,11.81,57.33,14.66,144.5,33.25,28.39,35.03,37.09,123.26,37.0,45.11,58.38,26.31,61.62,32.46,67.66,79.32,22.65,4.82,42.82,48.29,48.3,59.86,14.9,54.62,40.0,40.82,46.34,30.96,28.28,71.63,40.91,29.24,23.63,25.12,14.62,27.2,24.15,48.78,55.93,9.48,14.18
2010-09-22,275.04,29.4,151.83,40.61,58.69,13.23,45.31,70.07,35.8,16.73,37.03,20.08,16.38,28.48,70.12,39.5,11.98,11.65,56.66,14.64,141.32,33.09,28.36,34.41,36.75,123.81,36.41,45.48,58.6,26.36,61.75,31.73,67.32,79.39,22.17,4.72,43.23,47.87,48.05,60.04,14.97,54.86,39.82,40.43,46.09,30.28,28.28,71.55,40.64,28.68,23.3,25.26,14.3,27.27,23.63,49.0,55.85,9.42,14.04
2010-09-23,276.15,28.9,152.85,40.2,57.55,12.99,44.96,70.14,35.63,16.7,36.47,19.95,16.3,28.3,69.49,39.32,11.75,11.59,55.86,14.32,138.31,32.49,28.32,34.2,37.3,122.97,35.64,45.29,58.35,26.2,61.64,31.12,66.88,78.38,22.0,4.74,42.21,47.86,48.18,59.25,14.82,54.36,38.63,39.69,45.97,30.06,28.1,70.97,39.97,28.23,23.6,25.16,14.18,27.01,22.93,48.85,55.58,9.38,14.17
2010-09-24,279.4,30.06,160.73,40.93,59.34,13.41,45.52,73.34,35.84,17.31,37.23,20.47,16.63,29.35,70.89,40.35,12.24,11.82,57.39,14.78,140.57,33.35,29.06,34.98,38.07,125.24,36.24,45.69,57.98,26.54,62.9,32.6,67.29,79.69,22.32,4.82,43.93,48.9,49.22,59.56,15.13,54.73,39.72,40.45,47.12,31.0,28.86,73.06,41.1,28.79,24.66,25.61,14.34,27.79,23.43,49.24,56.13,9.71,14.5
2010-09-27,278.3,30.6,159.37,41.23,58.69,13.05,45.72,73.16,36.02,17.06,37.16,20.49,16.62,28.98,70.85,40.1,12.23,11.75,56.9,14.58,139.35,33.22,29.02,35.14,38.33,125.75,35.62,45.34,57.33,26.53,62.25,32.33,66.98,78.99,22.28,4.77,44.73,48.85,49.38,59.77,14.93,54.2,39.31,40.01,46.99,30.86,28.35,72.4,40.95,28.38,24.43,25.91,14.39,27.78,23.37,48.69,56.09,9.7,14.28
2010-09-28,274.19,30.76,159.7,41.47,59.26,13.08,46.0,73.28,35.97,17.09,37.71,20.26,16.87,29.77,71.56,40.43,12.3,11.79,57.02,14.59,138.4,33.03,29.21,35.4,38.67,125.97,35.51,45.38,56.81,26.76,62.33,32.68,66.87,79.77,22.23,4.8,46.05,49.05,49.69,60.14,15.16,53.82,39.61,40.36,47.23,30.77,28.61,73.15,41.4,28.43,24.78,26.29,14.55,30.95,23.21,49.0,56.41,9.78,14.39
2010-09-29,274.67,30.86,158.99,40.82,60.6,12.93,46.86,73.57,35.74,16.91,37.89,20.26,16.74,29.62,71.91,39.42,12.57,11.61,56.84,14.52,137.84,32.73,29.21,35.41,39.51,126.52,35.01,45.35,57.11,26.6,61.83,32.28,66.71,79.88,22.07,4.83,44.68,48.79,49.6,60.12,15.13,53.49,39.43,40.16,47.02,31.45,28.53,73.0,41.47,28.17,24.58,26.13,14.72,30.78,22.93,48.57,55.98,9.54,14.34
2010-09-30,271.21,32.22,157.06,39.89,61.12,12.92,46.72,72.37,35.08,16.85,37.93,20.29,16.88,29.79,71.71,39.5,12.55,11.52,56.61,14.42,137.99,32.57,29.09,35.42,39.09,125.27,34.69,45.25,57.1,26.49,61.31,32.25,66.76,79.46,22.06,4.63,43.64,49.14,49.33,59.84,14.93,53.25,39.27,40.31,46.73,30.92,28.2,71.58,41.35,28.13,24.85,26.06,14.93,30.66,23.0,48.73,56.16,9.6,14.17
2010-10-01,270.04,32.03,153.71,39.65,61.39,13.11,47.48,71.95,34.95,16.61,38.22,20.3,16.98,30.08,72.51,39.7,12.61,11.54,56.29,14.52,140.97,32.79,29.22,35.82,37.88,126.67,35.38,45.61,57.08,26.77,59.87,32.65,67.13,80.3,21.96,4.73,43.41,48.9,48.87,60.34,14.94,53.42,39.03,39.67,47.65,30.54,28.09,71.8,42.23,28.1,24.95,26.08,15.05,30.83,23.4,48.58,56.84,9.74,14.27
2010-10-04,266.33,32.37,155.39,37.06,60.93,12.97,46.79,71.07,34.88,16.55,37.82,20.16,16.97,29.75,71.94,39.32,12.48,12.09,55.66,14.29,139.89,32.79,29.08,35.59,37.76,126.31,35.55,45.31,57.21,26.66,59.65,33.03,67.15,79.45,21.54,4.58,42.8,48.72,48.8,60.22,14.69,53.24,38.44,39.52,47.03,30.48,27.88,70.79,41.23,27.68,24.92,25.85,14.7,30.31,23.24,48.78,56.53,9.68,14.28
2010-10-05,276.17,32.92,160.87,36.33,63.01,13.37,47.85,73.03,34.19,16.93,38.83,20.38,17.31,30.35,73.78,40.52,12.96,12.25,57.15,14.65,142.75,33.42,29.15,36.35,37.92,128.56,36.18,45.36,57.5,27.01,60.72,34.03,67.93,81.43,21.93,4.7,45.91,50.29,49.62,61.03,14.98,54.0,39.76,40.53,48.12,31.47,29.07,72.03,42.58,28.09,25.94,26.32,14.99,31.1,24.03,49.17,57.5,9.94,14.61
2010-10-06,276.41,33.57,155.4,36.25,62.99,13.2,47.03,72.74,33.75,16.64,39.43,20.66,17.07,30.68,74.22,40.61,12.79,12.46,57.74,15.0,143.97,33.56,29.15,36.08,37.85,128.73,36.42,45.23,57.97,27.07,60.98,34.08,67.7,82.38,22.0,4.89,47.54,50.31,49.48,61.34,15.01,54.05,39.76,40.84,48.43,31.49,28.98,71.19,43.01,27.95,25.92,26.42,14.87,31.18,24.08,49.68,58.12,9.96,14.52
2010-10-07,276.44,33.35,156.27,36.06,62.88,13.12,46.65,72.42,33.66,16.76,39.44,20.75,16.97,30.27,73.89,40.93,12.84,12.54,57.28,15.13,144.22,33.94,29.15,36.16,37.92,129.55,36.07,44.97,58.0,26.91,60.75,32.1,67.97,81.47,22.1,4.92,47.29,50.36,49.51,59.53,15.11,53.98,39.62,40.64,48.32,31.48,28.87,71.15,42.98,28.26,25.77,26.35,15.06,31.0,23.8,49.49,58.03,9.96,14.23
2010-10-08,281.08,33.71,155.55,36.23,63.59,13.0,46.8,73.92,34.18,16.85,39.37,20.83,16.87,29.58,74.27,41.31,13.24,12.86,57.5,15.19,145.7,34.33,29.29,36.62,38.23,129.67,35.88,44.76,58.33,26.9,60.29,32.55,68.18,81.71,22.13,4.97,49.53,50.48,49.76,59.22,15.18,54.92,40.23,40.37,48.67,32.26,29.02,71.07,43.04,28.74,26.31,26.16,15.25,31.1,23.76,49.54,58.52,10.15,14.49
2010-10-11,282.31,33.82,153.03,36.18,64.29,12.97,46.69,73.57,34.16,16.88,39.49,20.82,17.03,29.39,74.06,40.8,13.28,12.97,57.28,15.05,145.26,34.15,29.19,36.33,38.28,130.43,36.26,44.63,58.22,26.97,60.62,32.1,67.73,80.87,22.15,4.98,49.74,50.26,50.0,59.01,15.11,55.17,40.74,40.46,48.47,32.24,29.06,70.87,42.79,28.87,26.35,25.89,15.42,30.89,23.48,49.72,58.67,10.24,14.41
2010-10-12,285.35,34.43,156.48,36.75,64.5,13.33,47.16,72.98,34.2,16.88,39.37,20.96,17.26,29.3,74.18,40.98,13.47,12.97,57.5,15.25,148.14,34.17,28.85,35.97,38.42,130.61,36.88,44.82,58.54,26.98,60.68,32.19,67.72,80.78,22.37,4.95,49.8,50.05,50.65,59.51,15.2,55.07,40.6,40.57,49.17,31.89,28.79,70.05,42.52,28.52,26.26,25.83,15.32,31.16,23.79,49.09,58.81,10.35,14.43
2010-10-13,286.88,35.2,155.17,37.44,65.65,13.1,47.4,73.85,34.56,17.0,39.72,21.48,17.26,29.95,74.03,41.5,13.67,12.84,58.12,15.33,147.68,34.5,28.47,36.18,39.22,131.09,36.36,45.52,58.65,27.14,61.17,32.4,67.87,81.69,22.82,4.87,49.53,50.4,50.86,59.8,15.42,55.61,42.07,40.8,49.99,31.95,29.57,70.3,43.24,28.9,25.75,26.16,15.57,31.85,23.63,49.0,59.12,10.27,15.25
2010-10-14,288.95,34.56,155.53,37.61,65.55,12.42,47.76,73.5,34.61,17.22,39.84,21.38,17.1,29.58,74.23,41.16,13.8,13.09,57.31,15.23,144.68,34.32,28.29,36.63,39.14,132.15,35.34,45.12,58.32,27.12,60.38,32.34,69.03,81.63,22.73,4.82,48.86,50.11,50.72,60.02,15.36,55.76,41.72,40.48,50.61,32.22,29.59,72.37,43.83,28.83,25.92,26.31,15.48,31.57,22.63,48.48,59.35,10.23,15.93
2010-10-15,300.83,34.18,164.64,37.27,64.4,11.81,47.44,73.35,34.64,17.75,40.15,21.65,17.19,29.64,73.97,41.32,14.02,12.99,58.0,14.46,143.82,34.22,28.19,36.44,39.78,131.74,33.91,44.86,58.26,27.14,60.22,32.04,69.42,81.69,23.0,4.63,48.75,50.14,50.49,60.05,15.43,55.72,41.67,40.64,50.17,32.13,29.83,71.51,43.98,29.18,26.3,26.22,15.43,31.65,21.59,48.57,59.25,10.26,16.25
2010-10-18,303.95,34.83,163.56,37.71,64.51,12.17,47.65,73.8,35.02,17.81,40.46,21.59,17.19,29.58,74.74,41.7,14.18,13.07,58.4,14.42,146.7,34.3,28.04,36.81,40.25,133.39,34.87,44.88,58.64,27.16,60.24,31.94,69.28,82.17,23.26,4.72,49.3,49.94,51.13,59.89,15.48,56.25,41.98,42.09,49.99,32.95,29.9,72.58,44.38,29.13,25.97,26.06,15.73,31.5,22.77,48.95,60.24,10.4,15.93
2010-10-19,295.82,33.8,158.67,37.48,63.43,11.63,46.48,72.25,34.8,17.9,39.63,21.28,16.78,28.92,73.25,40.7,14.02,12.54,57.12,14.26,149.58,33.56,27.93,36.31,39.79,128.91,34.4,44.7,57.99,27.32,59.75,31.53,68.98,81.15,22.61,4.71,47.57,48.98,50.31,58.91,15.12,56.1,41.35,41.38,48.5,32.87,29.0,71.35,42.78,28.64,25.67,25.22,15.38,30.78,22.48,48.55,59.19,10.14,15.49
2010-10-20,296.81,34.29,158.67,37.88,65.55,11.59,46.64,73.88,35.22,18.16,40.47,21.68,16.99,29.46,74.34,41.68,14.21,12.84,57.91,14.24,152.33,33.72,28.22,36.48,39.78,129.88,34.78,44.81,58.44,27.68,60.06,32.43,69.36,81.99,22.8,4.78,47.8,49.56,50.9,58.51,15.36,56.7,42.35,42.0,48.97,33.21,29.59,71.69,43.59,29.11,25.72,25.65,15.47,31.15,23.44,48.68,60.0,10.28,15.8
2010-10-21,295.84,34.02,164.97,38.4,65.68,11.2,46.25,72.96,35.25,18.28,40.37,21.55,16.94,29.67,74.54,41.72,14.12,13.0,58.57,14.29,152.04,33.38,29.21,36.13,39.39,130.59,34.41,44.57,58.69,27.83,61.79,32.61,70.28,82.98,22.9,4.7,48.82,50.02,50.45,58.7,15.33,56.82,41.0,42.53,49.76,33.4,29.47,71.62,43.63,29.21,25.84,26.19,15.08,31.21,23.83,49.19,60.28,10.39,15.97
2010-10-22,293.88,34.25,169.13,37.22,65.45,11.28,46.57,72.44,35.31,18.23,40.73,21.76,17.08,29.77,74.81,41.46,14.11,13.13,58.52,14.25,150.57,33.19,28.91,36.04,39.83,130.44,34.41,44.39,58.42,27.89,61.74,33.56,70.38,82.88,22.86,4.71,48.72,50.17,49.72,58.55,15.22,56.72,41.2,42.33,50.37,33.43,29.33,71.7,43.6,28.93,26.25,26.13,15.05,31.18,23.91,49.22,60.3,10.59,16.31
2010-10-25,295.19,33.87,169.0,37.47,65.82,11.0,46.49,73.11,35.33,18.52,40.52,21.88,17.04,29.65,75.09,42.23,14.23,13.32,58.12,14.25,150.22,33.22,28.84,35.96,39.84,130.6,33.84,44.41,58.34,27.62,61.42,33.81,70.51,83.3,22.69,4.71,48.75,49.37,49.92,58.59,15.32,56.85,41.02,41.92,50.72,33.56,29.55,71.36,43.47,29.04,26.54,26.27,15.15,31.52,23.55,49.12,60.17,10.76,16.4
2010-10-26,294.44,34.64,169.95,38.24,65.49,11.14,45.76,72.74,35.13,18.4,40.53,21.68,17.07,29.21,75.34,41.8,14.04,13.52,58.15,14.34,151.08,33.1,28.74,35.82,39.9,131.37,33.95,44.13,54.96,27.73,61.75,33.99,70.57,82.91,23.33,4.64,48.76,49.72,49.39,58.35,15.21,56.24,40.49,42.28,51.25,33.91,29.3,70.87,43.58,28.9,26.45,25.94,15.34,31.25,23.72,49.68,60.47,10.65,16.46
2010-10-27,294.23,34.46,167.51,38.79,65.09,11.38,45.65,72.34,34.7,18.99,40.04,21.58,17.41,29.28,74.59,41.57,14.19,13.39,59.36,14.3,152.85,32.85,28.38,36.01,39.38,132.08,34.26,43.97,54.73,27.7,60.97,33.94,69.42,82.82,23.46,4.56,47.35,49.75,49.26,57.88,15.03,56.44,40.06,42.06,48.59,33.85,29.16,70.91,42.92,28.87,26.96,25.59,15.51,31.07,23.58,49.05,59.69,10.71,16.42
2010-10-28,291.75,34.6,166.84,39.31,65.46,11.37,46.6,71.9,34.43,19.54,39.71,21.49,17.19,29.11,74.71,41.63,14.11,13.39,61.5,14.27,155.8,32.87,28.64,36.25,39.63,131.59,34.24,44.24,54.89,27.71,61.08,33.77,69.42,77.96,23.67,4.6,47.01,50.44,49.61,58.55,15.28,56.54,40.05,40.58,48.92,33.82,29.51,71.13,43.6,29.7,26.89,25.87,15.53,31.25,23.75,49.24,60.19,10.83,16.4
2010-10-29,287.68,34.62,165.23,39.53,64.89,11.29,46.0,72.69,35.44,19.33,39.58,21.18,17.24,28.6,73.08,41.86,13.93,13.3,61.81,14.22,153.79,32.58,28.38,35.86,39.06,134.11,34.35,45.02,55.6,27.76,61.31,33.35,69.68,77.18,24.02,4.66,48.18,51.24,49.57,58.81,15.15,56.88,40.17,40.97,49.02,33.84,29.78,70.82,43.66,29.84,27.2,25.89,15.3,31.01,23.86,49.32,60.43,10.85,16.49
2010-11-01,290.74,34.55,162.58,39.63,64.74,11.34,45.56,73.31,35.5,19.21,39.29,21.24,17.53,28.39,72.06,41.52,13.94,13.39,61.57,14.15,154.21,32.81,28.2,34.17,39.48,133.85,34.16,45.46,54.57,27.94,61.47,33.69,69.78,76.96,24.27,4.53,49.43,51.47,49.21,59.04,15.32,56.92,40.38,41.7,48.83,32.7,29.7,69.63,43.57,29.68,27.08,25.82,15.19,31.17,23.74,49.45,60.85,10.77,16.15
